NO.,所在地,名称,電話番号,詳細,指定避難所（市の呼称）,津波緊急避難所（市の呼称）,安全度ランク,避難生活施設（市の呼称）,洪水への対応,高潮への対応,土砂災害への対応,地震への対応,津波への対応,備考,緯度,経度
135,伊勢市小俣町元町536,小俣保健センター,-,2階以上,TRUE,TRUE,☆☆,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,自主,34.5076759900000 ,136.67524050000 
136,伊勢市小俣町元町663-1,小俣小学校 校舎,0596-22-3555,2階以上,TRUE,TRUE,☆☆,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,34.5067062200000 ,136.67367170000 
137,伊勢市小俣町元町663-1,小俣小学校 屋内運動場,0596-22-3555,,FALSE,FALSE,-,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,34.5067062200000 ,136.67367170000 
138,伊勢市小俣町相合750,小俣中学校 校舎,0596-22-3610,2階以上,TRUE,TRUE,☆☆,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,34.5074798200000 ,136.66949820000 
139,伊勢市小俣町相合750,小俣中学校 屋内運動場,0596-22-3610,,FALSE,FALSE,-,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,34.5074798200000 ,136.66949820000 
140,伊勢市小俣町本町3,小俣農村環境改善センター,0596-25-5021,2階以上,TRUE,TRUE,☆☆,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,34.5059124100000 ,136.67047020000 
141,伊勢市野村町5-3,小俣北部公民館,0596-37-2246,,FALSE,TRUE,☆☆☆,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,34.5286551600000 ,136.66466990000 
142,伊勢市小俣町明野1481,明野高等学校 校舎,0596-37-4125,,TRUE,TRUE,☆☆☆,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,34.5253876000000 ,136.66630010000 
143,伊勢市小俣町明野1481,明野高等学校 体育館,0596-37-4125,,TRUE,TRUE,☆☆☆,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,34.5253876000000 ,136.66630010000 
144,伊勢市小俣町明野1939,明野小学校 校舎,0596-24-5171,,TRUE,TRUE,☆☆☆,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,34.5151963900000 ,136.66178470000 
145,伊勢市小俣町明野1939,明野小学校 屋内運動場,0596-24-5171,,TRUE,TRUE,☆☆☆,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,34.5151963900000 ,136.66178470000 
146,伊勢市小俣町新村菊迫間605,市営大仏山公園,-,,FALSE,TRUE,☆☆☆,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,34.5192171600000 ,136.65214470000 
147,伊勢市小俣町新村401-1,三重電子スマイルアリーナ小俣 （伊勢市小俣総合体育館）,0596-27-5491,,TRUE,TRUE,☆☆☆,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,34.5153810000000 ,136.66083400000 
148,伊勢市御薗町長屋1074-9,御薗小学校 校舎,0596-22-3414,2階以上,TRUE,TRUE,☆☆,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,34.5087962600000 ,136.70924450000 
149,伊勢市御薗町長屋1074-9,御薗小学校 屋内運動場,0596-22-3414,,FALSE,FALSE,-,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,34.5087962600000 ,136.70924450000 
150,伊勢市磯町2225,御薗中学校 校舎,0596-36-5139,2階以上,TRUE,TRUE,☆,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,34.5144632500000 ,136.71034380000 
151,伊勢市磯町2225,御薗中学校 屋内運動場,0596-36-5139,,FALSE,FALSE,-,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,34.5144632500000 ,136.71034380000 
152,伊勢市御薗町長屋2767,伊勢市ハートプラザみその,0596-22-6602,2階以上,TRUE,TRUE,☆,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,自主,34.5096281800000 ,136.70787300000 
153,伊勢市御薗町上條1173-1,御薗Ｂ＆Ｇ海洋センター,0596-36-4511,,FALSE,FALSE,-,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,34.5136708900000 ,136.71334070000 
154,伊勢市御薗町高向731,御薗第二保育園,0596-28-7300,2階以上,TRUE,TRUE,☆☆,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,34.5007297300000 ,136.69909240000 
155,伊勢市御薗町高向686-8,新高公民館,0596-25-2196,2階以上,FALSE,TRUE,☆,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,34.4976018600000 ,136.70013240000 
156,伊勢市御薗町高向2658-1,高向公民館,ｰ,2階以上,FALSE,TRUE,☆☆,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,34.5059715700000 ,136.69924200000 
157,伊勢市御薗町長屋2863-2,上長屋公民館,-,2階以上,FALSE,TRUE,☆☆,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,34.5087595500000 ,136.70516240000 
158,伊勢市御薗町長屋1074-1,中長屋公民館,-,2階以上,FALSE,TRUE,☆,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,34.5094013800000 ,136.70959830000 
159,伊勢市御薗町長屋1599-2,下長屋公民館,-,2階以上,FALSE,TRUE,☆,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,34.5113168800000 ,136.71140360000 
160,伊勢市御薗町王中島594,王中島公民館,-,2階以上,FALSE,TRUE,☆,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,34.5125874900000 ,136.71612220000 
161,伊勢市御薗町王中島23,ゆたかこども園,0596-22-3480,3階以上,FALSE,TRUE,☆,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,民間,34.5067195800000 ,136.71769070000 
162,伊勢市御薗町新開941-5,新開公民館,0596-36-0127,2階以上,FALSE,TRUE,▲,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,34.5106337000000 ,136.72174950000 
163,伊勢市御薗町上條88,上條公民館,0596-36-1195,2階以上,FALSE,TRUE,▲,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,34.5175054600000 ,136.71327690000 
164,伊勢市御薗町小林343,小林公民館,-,3階以上,FALSE,TRUE,☆,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,34.5211989700000 ,136.71915460000 
165,伊勢市御薗町小林1612,小林ポンプ場,-,3階以上,FALSE,TRUE,☆☆,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,34.5244148600000 ,136.72654440000 
166,伊勢市御薗町上條1469-5,マンション大山,-,3階以上,FALSE,TRUE,☆,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,民間,34.5176782900000 ,136.71379000000 
167,伊勢市御薗町上條1469-8,アビーロード,-,3階以上,FALSE,TRUE,☆☆,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,民間,34.5173846300000 ,136.71368740000 
168,伊勢市御薗町上條1469-1,アルタイル,-,3階以上,FALSE,TRUE,☆☆,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,民間,34.5174244100000 ,136.71439010000 
169,伊勢市御薗町新開712,マエストロ御薗,-,3階以上,FALSE,TRUE,☆☆,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,民間,34.5109833300000 ,136.72181730000 
170,伊勢市御薗町上條1244,マンションK＆K,-,3階以上,FALSE,TRUE,☆☆,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,民間,34.5171235500000 ,136.71344220000 
171,伊勢市御薗町上條1473,マンションM＆E,-,3階以上,FALSE,TRUE,☆☆,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,民間,34.5170042100000 ,136.71384450000 
